Id,asm,bytes
0JOb8TyN6VBGCrjAkzfP,94070701,9228032
0JPAX13cjxewaTh6tRCi,34176664,8493056
0JfwyrEcBqaRzN9TgFMh,92317756,8062464
0JnvoeflBWwIcQa5GEPK,1261424,638464
0K4sTCLtrIJ5SinQbe7u,177985,8507904
0K6yBUcTw3qjtNo4ZQpY,178682,8493056
0KLUAMqmPJhOwaYrbSCE,17490179,8849408
0KZFcsOYR4MdPJf6VvGS,1052792,237568
0KgE6ksUeytoHfl2cT4r,175336,4513792
0KigmP9TLwJXNGz26tfO,31258695,4974080
0KyDiQb1whgaSrmlx58J,179789,8493056
0LAXajqhQy7po16dw8Tx,176343,5300736
0LQSi5wnRZ3muIs6Mx9E,38157713,4371260
0LVqvlHF8PuepodIiBUb,35127659,4443168
0LZkc7qeS39TUtVHuJB1,229327,11329024
0M7aSiE9csDzkmfKheVt,172342,5033472
0MOorvEIRmZGhqQdc3TA,2499027,786944
0MPV9Y8WNcFoyRZqQ76G,13972286,7602176
0MQD6mnoy4l3zV8WPRYe,34205760,8493056
0MmZ8j5pn2R3VG9wlxYi,5426966,2078720
0MpJYhdbf8T7InoqcXr1,34282617,8493056
0MsQ16zDg9XVerbmfCdU,166110,8493056
0Mx7E5XgoRcJavdPAit8,3992292,801792
0NEsQlDGnUMg3Bew7R1A,487438,460288
0NXFnJyOEhBAISKfiU67,3115269,1965504
0NZT2sFp4JKXqYGC8Rna,7889492,831488
0NiOTDde1ktxg954SJFE,273736,8493056
0NmoAEOtIDdwiVr9PCBf,41407234,5215752
0NyfGXt8nmlK72Q9Irhs,4917259,1455104
0OQ9MEykugoYZJrnj64d,178639,8493056
0OXtHMVdxJuvezcLRGZQ,83448355,8255488
0OfazrXvcTqVYi3dEGU9,38405277,4370590
0P6tEopzr2mIhkuOKiCD,2879408,638464
0PGoOfXAjVDBytkRH4Um,34285447,8493056
0PREAmkFZjrftD3LiwOV,14886985,7409152
0PVAd2O4lMGUbawzfXBT,34199621,8493056
0Phtp2LVcsCFMKkGgmRH,61716345,5493760
0PlfqyKM1JtYZx2me5FU,178910,5300736
0Q4ALVSRnlHUBjyOb1sw,1750876,4023808
0QIZ6hemJLErWdFlGnCc,8873549,4795904
0QK142N5HoBntC7RydAh,1523944,445440
0QWUChwNSFtlOjr45JpT,6629628,712704
0Qfd8jy2JYX3U7gFBG5D,181956,8493056
0QqWIUsiyj3AaPwJD81S,170883,8493056
0R3rxkTidWOuPI5MUbL6,966252,460288
0RCcpJ1DuKNMBsaQUgmA,179403,8493056
0RSW8EmilbznyYPIrgvD,178980,8493056
0Rgetc1wAfxlzHTGBOa7,827815,534528
0RlWbvBk9rEtVZ74KAen,1566463,1187840
0RvUg8rntNxyDHPJeEYG,5003006,935424
0S7z4qxYTHPUDO8fgIyA,902858,534528
0SHJ2aOnMCUGdLZrTQDV,177203,8493056
0SHsZKUkI2iN1Rw4be6E,964672,460288
0SIqXMkDBWKE8s9pQaOv,454373,579072
0SUAyQWoTeZb8qmIPMK3,14140944,7587328
0SaYqdFRA5G7rfktjT63,1102642,1262080
0ScbCK2aI4xrwOALDmNd,137175,8507904
0SkbpFZGvraL6fQXTzol,125800,8507904
0TBj7glMRJScN9GmOzyi,3307551,697856
0TpWNF7ULhd4Yk5bXQyP,270478,8493056
0TqZzRJOeno9NKpHIba5,30184248,2687488
0Tw8aQsVxMlZgFDPUm21,1024206,460288
0URC4HAzJrjWnDVMXF1x,34861892,4443284
0UTxRyirCXl6tsSE5GAv,180605,8493056
0UYATSktwajsiO8LWpx2,1050861,460288
0UcDbq2yojiThfdLRNS4,183125,8493056
0UwHZzuXy7GFStRKEgdx,243768,8507904
0V6UmdMg7wQGXslAzORJ,16526438,9413632
0VLen4rGI1wNjOqzyZRb,243479,8507904
0VfuK267xTdeBcmLaCp1,11194810,1752064
0Vi6RsKdlHBzySe5Zp4Y,35483420,4443342
0VnTurd7B4YsH63wUGJ2,430094,222720
0W1RChtwZvj4Qy78GYUJ,5770884,2138112
0WQtf1pNPdRqUI7KJFAT,34784286,4443342
0WdoYq78xDkFMcIwRpmJ,4945233,2390528
0X6U3SfcmbuZNodnH9qL,2514408,905728
0X8fojtR6QIblypvHLsM,227625,11329024
0XEmjdgVyY6hWfKulvCi,10982600,1707520
0XSHfwZAgYm7eFVInuDT,170217,8493056
0XVbihU4clgRS9A6tsB2,9280133,1514496
0XbS5KBuICayhs2p3NTU,2269375,564224
0Xm5sqBgQASUyFui2kbH,6889823,772096
0XnPCouGZdhIKliOFQHr,960840,460288
0XrH26wcU1ASsvK5ZqhD,917310,1172992
0XsnKFjqPQxzCf81DvWp,149473,8507904
0YCvp8xd4rjiDMKFV9PA,5385613,979968
0YIPlyX3fbNs2ntJRGgH,228596,11329024
0YJRabHQ1reDxN3yjUCd,4748245,4588032
0YRDpBU67WrqEugkXlnd,13684818,2925056
0YWidX9hOD5sPrtTvc2M,70229100,6830080
0Z3nQDPiU7LMEesmG4TB,166797,8493056
0ZAJlqmphO4fjnVB6bMz,1051863,460288
0ZHV6acpJ9KkAWPjEI71,685229,801792
0ZNejapCUtVsq41x5FDm,166546,8493056
0ZTEyLXaWReMK3rYVCjv,3873441,1158144
0Zb69USnM3qafJTWHCpL,9085920,4855296
0ZiAjFN81BOE7plhCnSm,4394368,846336
0ZiQmgtxzHe9v5O8Lf2k,1084363,1291776
0aKlH1MRxLmv34QGhEJP,2626893,1262080
0aSTGBVRXeJhx5OcpsgC,181937,8493056
0aU7XWsr8RtN94jvo3lG,34289519,8493056
0aVNj3qFgEZI6Akf4Kuv,1414060,445440
0aVxkvmflEizUBG2rMT4,1033900,460288
0akIgwhWHYm1dzsNqBFx,21918165,6314956
0b5LqcWix3J4fGIEhXQu,137318,4513792
0bN6ODYWw2xeCQBn3tEg,19565262,9072128
0bjN3Kgw5OATSreRmEdi,8674052,4840448
0cGWK6VvCkm7O2AxDjtw,34221206,8493056
0cH8YeO15ZywEhPrJvmj,688131,534528
0cTu2bkefOAJqIhYUWFK,1515803,1172992
0cdnSIvN489sFUwYlrMQ,169367,11329024
0cfGJLYgE6ROaZH7KT1h,24153817,8775168
0cfIE39ihRNo2rkZOw5H,167583,8493056
0co46B8IkPt2UN3HSaw7,4882610,549376
0csgzpwdL3FbZEJu6DjO,34288188,8493056
0czUXKSCiGY2j5mxLdWa,6642904,727552
0daTri9PSkeEsVHu5Dhw,34296715,8493056
0dauMIK4ATfybzqUgNLc,7979933,846336
0df4cbsTBCn1VGW8lQRv,5473396,979968
0dhL8Jvcswa7U1qHiDS5,7833418,816640
0dkuzUXLTEFwW71vP5bS,128618,8507904
0dnTixlMYzDUpsvEVrGc,16298924,8745472
0eN9lyQfwmTVk7C2ZoYp,171260,5033472
0eaNKwluUmkYdIvZ923c,11607104,2138112
0evDQX7AVfC1ZTJEKltg,146563,8507904
0fGuCWgTraQ6nEmLPN8q,182127,8507904
0fHVZKeTE6iRb1PIQ4au,8314755,1633280
0fhnXI9ESr4jgWmkiaTe,1003392,460288
0fvnGU7dkbr8iEhZuMcP,18110614,8255488
0fxgjYEClPL1BDbcshzJ,188750,11329024
0gCmlyxw2UJvX7SNOGqu,14676077,7245824
0gDsIvrylX5fPbG7cSBn,11207863,1752064
0gHs6DEouiCPAcmWFrTX,67999449,6830080
0gL3h5G6CszBV7RSinjJ,13644880,6815232
0gSm7QZu5x6MBvVzUncH,171414,8493056
0gUpzkLVT73PCXx5WFRI,70808266,7097344
0gWUIudhwovMYb3NSnZA,7947367,4825600
0gcZkSFr7VnEmLPbTxUe,8944375,4825600
0giIqhw6e4mrHYzKFl8T,974392,460288
0gkj92oIleU4SYiCWpaM,466257,534528
0glscKoNakWL84EpunPe,226209,11329024
0gxJ1YmwFUvnOzoM8N53,76928416,7780352
0hAlkjTR1Q6PewMczavb,1365159,1143296
0hBIiRpkMZtoYj3lcDLa,84743199,8181248
0hH3JB2wM79lYdsyuK5N,178748,8493056
0hWRb28Umdgj7xcXOwtC,276055,8507904
0hZEqJ5eMVjU21HAG7Ii,176674,5300736
0hZqVRKkw7GfMdpalLiN,34283974,8493056
0i4ENysvVrgFnbaHUuJK,179042,8493056
0i4FNJPQ8GuB3WU56LTS,4118554,786944
0iABvIkp3WHfgrJ79ymq,34292498,8493056
0iBaz3krsQ8HuA7cGDSt,1116436,668160
0iS3pwlgJco8XORD4TLq,728517,534528
0iZTHuQ5KMb4RtAlrz6D,6304955,668160
0icJrNnmPvDqVQkC3we1,179280,8493056
0isdESDMzq2K8T6FLPcC,18249364,8923648
0itbI5mjJF28ocTkrUf9,227267,11329024
0jAopX629OwEH8WPkzVU,188071,11329024
0jKSsqXVHNucByZ9l6Ao,1026025,460288
0jkmvR43UQ9yKxqXei61,25900850,4484096
0kzRDUmBLHGd4YPj7hO6,132977,8507904
0l5IobyKpuqcwO4NxfgD,95545887,8255488
0l6fhCty3aSLDOgAjYQi,743277,549376
0m94tRnhgpsAUuY1L8KC,34230829,8493056
0mcWyK6unLRGV8Hfr97Y,177657,8493056
0meUjiuJvODcf3k9z4Iy,125540,8507904
0mfwTlekXE1poYAnqMRO,34284832,8493056
0mgFnqeLAMr7jthUYRTv,987728,460288
0mlhuKGpCc6OB4zwrbLy,34197506,8493056
0njs7MJQObCY8ABgykiP,8655310,950272
0nxrvcZJUBNGM8Vg4SRf,965678,460288
0odUVkrjp2B1n8NDS6bR,8492077,2405376
0otC2dSxuGDzY6XHLkq3,243705,8507904
0p8RCBnvzTYMlId9SoZL,148022,8507904
0pER9ak46CKVjPoqGLcD,177020,8493056
0pLrSeQMbqfCc2IZHUaO,1429414,445440
0pQ123lKqiLJtFTwjBfG,16824856,8344576
0pTO4SVnWDehgUlYBAvq,6159043,1366016
0pXDqTLSebKWgaUOdnVE,8041946,831488
0pnRqtHF3dKI5MQmwT29,228108,11329024
0pqtVjvLk89PdYr5MwZO,7489435,816640
0q6eABpEHSbXlIzGh7jc,2498296,3667456
0qDikloYBvpQTcCOMyS4,169902,8493056
0qN2U7Ayorv9IbiTW4Gd,226986,11329024
0qNtRXvP8F2431bMmpse,277732,8507904
0qPGt4cRVk9NoiJgubf2,5165165,861184
0qPYfxdvNrBX6ASbZltF,176917,8493056
0qV43bnIcBDPF1WlG6tJ,8978286,4825600
0qeE63wvCGzSapRuW4TI,15782388,7097344
0qjuDC7Rhx9rHkLlItAp,9315742,2613248
0qpMX5CZU8mgD2kaRNVv,728851,519680
0rGlKyvn5Vo67RaDhPti,978718,460288
0raU6iGvjZREQJYB1HX5,182788,8507904
0rgi8OfjvwKbA57IXVcE,31568111,2959757
0rgudc7PpbexCtBjNqWF,708919,504832
0rlkeuBLpWm15TyFRHUJ,89917094,8879104
0sH5GdO3LpZwMbPaXjfN,1351637,623616
0sLBvJeYl5UkiRzV1atI,5882077,2509312
0sM2atqTo48GgnFwhQXu,9205421,3801088
0sM6DQlxcP3oAfd9ZVBT,1340604,683008
0sMxy5SNLu1YCkKJzaB3,18125530,8923648
0sYDNzwVMaWE2TIZeA81,273773,8493056
0sdr2cfHLzNO9Ep4RSjT,9847695,1588736
0sh9tOC5GprAyciTmaXW,277641,8493056
0tNShPVGYWjcmT2yXLdq,179722,8493056
0tZy7jgOKCIJslPRvrop,34793643,3058688
0u3DIJTqnpkgl87VSbOL,179192,8493056
0u3fjhzJ2ZMyAgKYkVF9,1301828,1113600
0u4QcXSNvYnMalOBCygH,1497145,445440
0uDV25KpjABxvQ1rXgzT,15667785,2078720
0uLJEcpVlIWkTBeHZU4w,1139772,608768
0uNkt6sirCnUWw175pjl,17296526,3415040
0uZcAvaHLitbWmC1QMXf,20919335,6225926
0ufTUZyESk6MepA7vzKJ,226202,11329024
0w2LlG4eiBfby9JIMZgS,1022954,460288
0wkFafuhqSr1Z5J7K6C9,7328908,2717184
0wmZBjQenOTsu5bpSkf6,171813,8493056
0wqQj9ngaAVxI4SLr5H7,1005142,460288
0wtIHxfBDmYRQ7GWSaTj,969431,460288
0x47zZTBynC21leohIEs,6631821,727552
0xLRN4DuvoCGbjIFQKYB,181298,8507904
0xUc2vRzyYtqFa4VhLnG,34166234,8493056
0xfjbVBPYX1pSt4rdWOe,19996413,5404672
0xkbZDBOAicQJK5wC7Pm,182180,8507904
0xpa8zDNdEnK9gB1Wmer,3169879,668160
0yBQ5dAc2gN4qx9YWuiS,11191399,3192320
0yjkG4BHeCbTimIslgr7,124894459,12353536
0yn4gphuOYlPsCz5JGFM,1284350,608768
0yvBxsufKXzM6CwpcSYU,8166906,846336
0zfLRXlhm34ASQUtrdjV,15907657,1544192
0zr6vIw74DgVSKXiRUY1,1022658,460288
10Eskl6DUSGugoWxvtYO,148800,8507904
10H9detwuiZByNSRMmxf,22247291,2212352
10oTLIHtSwzCN45DysmQ,11149833,1737216
125y4VsArzkCNOGZfu6o,16740317,8522752
129LWuNOIS0RjQnq5om6,136673,8507904
12Jd4qpOzTtQC3E6PXDb,180078,8493056
12TEseaJ4jnbyORqKxhf,841649,772096
12pnF9KehUmEk4SZP3Lj,180657,8493056
12tjh4qCkcHpObVBEeMr,271536,8493056
13FZ9DOhywk78sJiVULu,8587573,4840448
13HkPY29CL8RzS0FOc5D,4737520,564224
13TchIQbYmGgO7aufZyE,178943,8493056
13YpdP5vTLOazSQFRgJn,180486,8493056
148bgAqCj3NzaHwSP0Gu,34829337,3088384
14DUiwIb5xrfkF30cThJ,968258,460288
14lJRXiAchNqVFSOBLgb,7921839,801792
15ADIikydX7eNq90WfcB,177694,8493056
15EAacDsS3Nj9lQTfLPu,167511,8493056
15loeAHtkJa8BuFi6Zry,9994561,1662976
15mfGKRS6aVevjAoYL8w,34282588,8493056
15sGnFeEvMIgpQ8acbUu,10295420,1026368
15tQNEDpb0mi63kfOWM8,15074383,8181248
15uCdAByiF48LpZ3YS6Q,960354,460288
16KuXyrdDOCWGhc7P4kL,3175311,1202688
16cTMtKIjH5SbyovWuBq,38307417,4355844
16eajI7F2vQKhwi9dM4O,178599,8493056
16gDhwbZTRjLMO9zI5cX,5437767,8537600
175ZU8ClOsnifz03ybcX,23528056,4098048
17aN50JFZXYrcAk2iCtG,176790,8493056
17jNaPkYIgvUyw9HxC5D,22682769,2063872
17kCoALmxaXpcNzd5KnE,227215,11329024
17qvV08gWM3LtoZKS9d4,1151329,1128448
17zD8kITZONlBWYdfvr6,126618,8507904
18A9fzqbeyripCSuLKo4,39578461,4266190
18AD5lV4StiZfN0pmdGj,2870706,1425408
18S9URJgMWqua2TZevsh,172104,5033472
18SQsaz6lMJIZCknYpgL,23216392,2049024
18T9jLsd0DZQc2aRrSpb,128438,8507904
18eZt9qWksQhoY3K60aE,34746424,4443400
18te652nLyCi3IrZqMOJ,184733,5300736
194Iy5xv8QRz7XMTnmAk,168185,8493056
198PdXRpGVZAzYxCrF0e,8888496,4825600
19B6wSHOLmjhGPoquTbW,1364151,697856
19BtdpKYGOSyX3oZsirc,169313,11329024
19Emlw3WgC2O4iJknVtP,5212417,1930240
19UExqPS8Go3MTNci4Hh,272337,8493056
19b2dlEtWXyeiqc67Bof,128881,8493056
19emSiJG8vrZgT2zXEIY,1428940,445440
19hXQ2ODt6WvpEdxTGmo,8138389,831488
19lTEvHhVDprkGxgXLcf,34286001,8493056
19xM5LfBYviATcUkEOPm,179857,8493056
19zYbuW3XONcEedv7xUl,870588,564224
1A7UqoIMrxHgVuW3FS9c,4820868,2123264
1AFY9HiVpuymkQOeoDMU,1034533,460288
1ARrSUKCbhWeTFyjp4ix,1100509,460288
1AXEyUDVt42T6ZFx8COo,1189249,2138112
1AXVt0D9mSU26fL4iFGc,1481217,920576
1AfYJKywcXSiI6H80nqE,91611981,9057280
1AhLOsNdHzDPfJrSXmQC,95483602,9383936
1AhQif5kMPb24RnCmjrg,180039,8493056
1AvCEkV76rjuYp9aqPbK,17414904,7750656
1BDCxE2AMQN9yH6sWdIo,106761043,9250304
1BM4l8DCZmSpoYwE9Qcv,962946,460288
1BYZOXRoVfhtQGMJnkST,35611020,4370300
1CG2F537YPzwlraIoykc,5656825,1009664
1CWtrEfORZDj7psmnToA,32720787,6562816
1CbXMgAIJtiNLR0So9ul,17778778,8923648
1Ch0ZFDqT9PzkGbSeyEV,38459748,4370448
1Cub9LvOgMWkQqs3R2ef,5290799,1143296
1D6IwN4EdfHtalYJuA95,182727,8507904
1DNWriJEg56S03yvjTBu,7736355,4127744
1DmFGLjAlhPwn4yEVteq,19080641,9027584
1E93CpP60RHFNiT5Qfvn,66480,415744
1EDNRfXhHWl7txAOdycU,4899631,549376
1ESMN0Gc6wRmC9BFPjWy,173095,8493056
1EWLhwV47I6HYktzXsmS,24525302,2167808
1EisIfzGOTX8hKaFH6uy,177963,8493056
1F7jeznmCoiBxNdIKsWT,34288495,8493056
1FAxSngsym35phwROGl0,184575,5300736
1FacC02JPfxSdXeD7MEw,2078127,252416
1Fe4Dk5vSltEWj3Kpg97,8354717,3459584
1Flm7qajnOzdtwBZ29gL,178558,5300736
1FsfvPlaKG3TpImqOejM,34819502,4413554
1GKhFnumAdIeykS3rZYi,178569,5300736
1GQ4lzmoS3P96jkAKsRn,926502,534528
1GRsOmJXetEkqIraBuSd,34993103,4413948
1GmZULtOThSYEx4sNWDC,969234,460288
1GqxsQhZ3FutTnbgHpAf,34499421,4443760
1GvV8Jsz09wLnje4kSyN,13283786,6369792
1HFt83wrBnSQu7cP2WZy,58197551,5211648
1HJhGL4zxVvcI2se07in,228608,11329024
1HRWOczEX65rYmMiZ2lv,2346832,742400
1I3Am5YxgsXpDh6BLHTz,34660616,3073536
1I3EGeyOpWHNtYjLvnk5,177551,8493056
1I8aJRE7T0igPZHWCvVQ,65405064,6518272
1IGurl3q9bJQ7pmtMD8O,6949200,1588736
1IbqA5sdXj3P0CMOGmiE,523560,252416
1IjdZ2HuarlMYEBFbTCK,5388971,2004480
1IpWLz6eyhVxDAfQMKEd,9873642,2746880
1IqjvX7dTxCu54M0ylBE,8140084,3489280
1IyCi4PMVRA9ULJ8ZlGd,209374,11329024
1JPWLhrtsalBVpyGSKw5,184045,5330432
1JZBS8ICkPflYzXbOypc,37892394,3815936
1Jd0PTkEWtKcyCSbBD6H,244755,8507904
1JiaRhjycfZb8BpmX4TM,1062875,460288
1JuwbkFyUg7T6KfoNEjp,177311,5300736
1JzApr8qu7Cci5LT23t9,10513549,2093568
1KB3Z7gd5aN4Xmx8W0sf,10022164,8715776
1KCvMqIFUoaB6wfOc2xQ,176415,5300736
1KjZ4An78sOytkzgRL0E,182845,5300736
1KjwODdhC3VxA4MSLbFI,69490747,6800384
1KozfUh5ri3ngNCGH098,163484,8493056
1Kr7OBDtVilgTNXRAbj9,138401,8507904
1L8Wt9XTV3pInwaqiobG,180125,8493056
1LE6uK9BdgNXIcSTnrMJ,2728169,1083904
1LSYgNjTd3GmlvRMP5Do,34284230,8493056
1LZcKGIkna9HU7vXl3YN,17059612,7988224
1M9k5toHiWfZcLzrdFlw,35590381,4370126
1MQI2rYz86Sbxa5WhCFG,178511,8493056
1MjkqlJ7L6EoAPXb2fKV,7798772,861184
1MnbpHvF3KGLS49yARaJ,5336394,2078720
1MsThSACGflQ7u8cp40o,18660056,9428480
1NSfFQ28b0TDh5YGnLeR,1365469,1172992
1NiArstKkEmMf0vjDd7l,179380,5300736
1NpWfIMxU5ebEJHBAv2G,163176,8493056
1Nu6CWGKlM4Xgi2x9a8H,5367939,2078720
1NvKF7pMREf4iVyzZewr,429066,1351168
1OHzGWXBTlpyVsIPK3kj,1088187,801792
1OTMQ5zCn6hZGPdBcEje,19576953,9294848
1OayZHFbz3tPBE5XNkcS,136515,8507904
1OicKZzbGP3sLDnhqWdv,10819715,1677824
1P6o3IJetcjyL4pTaXqi,11939747,6577664
1PBLNzoZlUuWEvAt8MHq,9008319,4825600
1PGWZqdnurksDEYgbB9X,180520,8493056
1PNSFdXH4QYaky5T0n8Z,180781,8493056
1PQFYMSBLAO9TmKk2Zhj,4837134,786944
1Pcq2sTQEV7r3gBSwFyU,20072303,9591808
1Q7DXjLweHO9EokGNWiI,147543,8493056
1QHbFGR3qcur6aWZw0Jk,204589,11329024
1QTsYc7DZ2VxmfJFUXhN,964567,460288
1QuMnTw8zc3oWLSZ4KXt,177732,5300736
1QwaNAKMEpI9kb0oYzuJ,172492,8493056
1R0pmNFb5znDi6aTVeZt,9013869,3741696
1RKde4WYoA7c5N8lEHtv,714034,534528
1RX4GxMFoCJUDvslqBaP,44550509,4409856
1RZ8lSpEKcjaUru5k6Jb,185162,8507904
1Rr0hWX8Qz6nm3IgYLuF,3223100,1514496
1RyBhpeVSJd96rZkEI7w,59521647,5330432
1S48g5NjfO0arVmqcoU2,1458238,445440
1S9ui2XqltCJAOGUPw7v,4149787,638464
1SFK4QHeDoOz3AMJ6bfh,170627,8493056
1SH4t9y0IAoE8QP5NvXp,843054,519680
1SVleInitNjxByvsFbdm,62990111,5597696
1Skcwz5YxWihMqIyt30X,5369445,2004480
1T0BWPoJVtNFzsycKhlr,22829601,2078720
1T3m7BMCLXpu9JjyKH8R,2434826,593920
1TKPznCeQg9cHYflavwb,1834734,623616
1TLN456WuaqCsDr9pv0z,13099593,7023104
1TVNfZcvR09FtU2aPdxK,271413,8493056
1TanJreGOmNDozP5WQ62,270877,8493056
1TieqSEpxIa6BmcGFsvM,1060952,564224
1UE8oOGSuImQZxeXLyK0,167688,8493056
1UJIV2ntdkuWgzvFr4pm,13921148,6815232
1UTZYe5EDXVz7qvomI4h,32375873,3281408
1Ue6El4YDMXcVmBsqkoF,972396,460288
1UfOQcbmP40I298aeCpJ,5436150,2999296
1V2h8lnzeGiuxmHR9k5Q,34306592,8493056
1V7jotm35ZqeHdGcTrPD,275586,8507904
1VDamNFKYErzIjbfxRh2,207430,11329024
1VMhvfCS30zbeFK4UZxL,147999,8493056
1VOdRYq8jv3wtGMTWZ4a,34287449,8493056
